211956,9261,3,10
294621,34132,10,20
41508,45516,8,88
139590,32527,10,60
351847,34982,1,50
28447,5227,10,32
262347,36752,3,62
309169,28974,6,16
263748,27011,7,12
270621,38663,3,38
293509,7925,6,20
110826,18004,3,11
290174,32325,9,84
41799,23443,7,28
358787,36927,5,51
269231,2188,9,61
249931,3192,2,21
269071,2758,5,88
100340,6556,3,93
163279,35005,7,59
237054,38751,1,97
268554,5789,7,25
362261,17177,1,34
332913,4818,10,100
65940,37778,4,13
179657,27101,6,37
355052,4438,4,37
474217,18831,10,88
169817,24430,9,14
276506,13854,9,97
275834,15838,1,43
83713,5334,8,22
486795,11681,9,39
48359,4460,10,9
217846,38303,7,22
136680,26303,1,31
174372,13656,1,73
299825,47328,9,19
120670,27529,3,5
482081,39485,5,98
447198,28479,3,32
69937,32852,3,35
204720,23565,8,92
221747,12725,8,14
129976,14077,1,96
60052,41820,1,2
350046,34172,1,38
104241,49761,6,7
363517,33602,3,100
104378,4168,4,64
249000,41682,7,22
345421,14842,8,9
37196,48903,8,98
389619,26238,9,67
99819,45479,10,87
445606,11756,3,23
151835,22664,5,91
293181,31517,7,60
476574,13642,5,81
227923,19787,2,58
59037,39847,5,33
256165,18421,10,68
131493,24657,5,76
360722,32267,9,10
176843,33064,9,65
212769,17691,9,86
331079,42951,8,42
350522,31397,6,99
476328,48717,5,10
16335,13424,5,10
117793,26443,8,72
100674,35357,10,7
428452,49734,10,24
285813,26106,8,1
472741,29931,5,76
232276,8344,8,47
145675,9151,6,12
344061,9683,9,48
40005,45443,6,76
283769,27938,5,86
397343,7710,4,99
285715,36214,1,52
14448,5901,8,96
232266,21461,5,12
207784,8304,2,45
395141,27329,3,99
37191,16397,2,92
126777,48077,7,50
444436,13702,2,90
299103,22156,9,50
311793,47584,10,83
318946,33201,5,70
328322,24377,4,25
433609,3120,3,60
499826,186,8,38
493401,19859,5,51
5377,44784,1,21
355399,31403,7,85
192994,12674,1,87
224377,33312,9,20
226270,3761,4,86
491924,35096,1,98
326274,20612,3,99
223790,12283,3,35
59043,25140,8,16
369251,31236,7,1
372560,19546,6,20
441448,31114,8,25
3651,4392,8,43
119163,26196,5,95
209571,44606,4,39
456389,220,2,30
15132,11704,3,15
206773,15083,8,85
112346,44760,7,70
329666,20842,4,31
57660,25702,3,68
380380,43393,3,25
12374,21463,9,26
179302,41906,5,41
373900,31994,8,23
147369,29861,5,3
230608,9623,8,100
162962,5050,1,50
248530,34207,4,63
243841,24363,3,61
331629,12534,5,53
238513,9401,7,66
459224,8562,2,23
225429,15033,6,62
450869,49948,1,2
166656,505,4,95
200787,13809,4,84
116477,1843,7,45
279882,29502,7,48
335907,20241,4,60
135527,39492,5,45
479609,46592,2,100
181341,42422,6,100
218796,46871,10,4
409742,12226,7,31
17004,4252,2,10
298245,9403,9,100
243248,14073,10,64
360320,1931,10,28
472126,19461,9,33
222320,13935,10,93
190864,8804,6,70
473461,43765,5,40
341493,33114,4,72
90755,3713,5,68
412809,14501,9,3
166893,18638,9,98
106137,32661,8,20
403271,24904,1,63
42113,5493,10,77
165338,5237,7,64
471498,1906,10,92
54592,48002,2,41
68502,28937,7,98
318556,12045,10,12
193479,3921,8,85
236970,39024,5,4
200301,24191,6,92
171186,46439,4,20
268069,25502,1,25
288999,47783,8,24
441563,8700,5,2
382810,29683,8,63
136817,43304,5,19
351929,39420,4,18
52348,6458,8,62
366294,8875,3,20
435787,1430,3,64
357750,17236,4,30
336758,12391,10,46
384919,49172,6,74
300168,462,3,65
415680,15582,10,57
27057,37871,6,15
217342,42826,2,89
263916,8344,9,47
292539,44727,7,58
61182,39123,8,65
412998,20142,4,71
143049,8696,4,89
408737,32801,6,3
154633,22715,4,94
102277,25287,3,39
405983,2930,7,62
301274,46744,3,2
133700,45151,7,82
205658,6443,5,20
51417,24334,2,97
278959,3498,5,86
164473,20396,10,29
249449,44449,6,75
396745,21587,8,100
271973,9337,2,62
256020,22809,5,88
426346,35692,2,28
330856,3785,7,4
84430,3575,2,14
327955,28031,5,77
296744,38750,8,90
218357,29918,4,48
105986,21958,2,46
456276,33120,6,53
104430,36094,9,45
284336,49187,9,81
287573,10850,6,85
277345,34553,4,30
496709,26303,9,31
364187,42584,8,9
465226,16389,8,17
376322,45385,1,10
379872,5080,5,39
196630,13818,1,25
10444,27902,3,56
221127,22763,10,31
311329,36178,2,98
57981,13094,5,96
333765,16869,3,75
128856,759,10,58
237885,23625,10,71
266822,20605,9,88
360175,17239,3,20
217315,4364,10,84
37154,34937,6,23
250564,20464,7,91
154959,6721,4,93
315721,19442,8,41
60418,15692,10,58
85018,47630,10,1
341481,37316,2,62
261646,39827,3,79
394000,46055,8,23
406277,47905,6,32
430679,5357,9,41
59204,6194,9,89
373456,42166,8,30
156307,21568,8,27
404603,22695,10,36
379899,16155,3,34
96820,11394,3,16
168544,40261,4,53
255547,1766,7,55
139983,6193,3,73
73737,20166,3,23
145020,27575,9,44
331891,15290,4,89
356598,46079,9,60
241816,6560,10,93
113758,22874,3,18
243373,35029,10,81
109580,25453,9,41
314065,47170,10,89
417580,6075,7,22
28246,20242,8,89
472773,20620,7,19
417322,733,2,64
224114,13680,4,37
156914,27067,6,92
5111,596,3,100
168814,7647,3,48
394659,21349,8,71
261591,16574,3,28
226825,37794,1,1
401754,3394,7,100
344440,43450,6,45
75102,39509,3,59
441796,36743,4,76
472905,30808,5,65
21931,21776,10,25
342429,1335,10,73
2524,14371,7,25
170936,35086,8,24
457527,1083,8,44
357274,10584,3,8
482691,20185,7,15
114028,10292,6,27
213879,28586,8,14
150594,865,9,49
401011,35427,7,4
407799,18271,7,94
238273,49930,3,74
248895,6148,6,24
115006,32349,4,96
390626,27332,7,36
293702,14257,4,72
317103,6087,9,85
291324,87,6,50
230989,2840,9,66
382000,28240,2,2
224825,48147,2,28
117720,17580,1,8
147259,20433,1,45
152447,11032,6,72
483458,40097,6,1
250847,38279,4,63
103249,35819,3,69
394377,19957,3,31
387974,9370,1,98
480911,77,8,81
430469,41296,4,36
229973,26576,6,2
136937,45425,1,7
425376,47453,10,4
93341,35567,9,20
220315,41415,10,32
178612,17589,5,41
169785,14171,7,19
337013,9744,9,87
81635,880,3,34
255365,9472,10,61
48314,34180,5,6
288234,23433,9,35
181471,8515,7,86
269895,42350,6,51
354825,36099,9,10
489277,17256,2,45
466703,22878,4,81
266376,49859,1,47
400995,39226,9,53
129399,16167,7,92
170201,19690,4,92
403153,15349,3,28
464426,7956,5,6
158099,7933,6,15
449098,19796,10,17
433784,15530,2,66
341037,14767,2,54
144867,42830,8,60
383636,6830,1,60
75544,28936,7,4
183713,27663,4,96
54577,15609,4,40
1004,49052,5,36
341738,33966,6,89
432130,35636,7,62
2606,11538,6,48
220360,17332,7,91
383573,29163,9,81
498317,2709,2,46
229936,48307,10,75
325787,35973,10,92
307496,23602,1,64
32102,1518,2,92
11165,13196,5,41
266102,35040,5,58
180336,35614,3,87
169833,8396,2,45
96301,36765,1,43
124324,29068,1,31
208908,3889,2,87
57816,19745,7,88
163763,12500,9,63
89833,10444,6,91
189989,44221,9,39
270695,22474,4,74
1221,4415,7,38
311551,32629,8,40
476995,28805,1,17
414671,43189,5,1
230682,12984,6,7
294678,37138,9,20
165027,16698,3,42
205366,17448,1,35
38104,15568,5,41
238158,32592,1,77
352076,19612,7,65
287903,45029,8,27
407737,40561,3,26
488987,49982,8,38
369288,2692,4,43
390011,3217,3,4
110474,12220,4,34
164669,36980,9,52
248919,16259,9,40
413524,45164,6,70
136091,27348,1,65
146018,40558,6,1
255463,30450,3,9
7802,37842,10,91
489630,6445,9,95
3618,14729,4,53
51879,3150,8,52
20212,5047,4,85
99695,28781,6,42
336765,29618,9,33
56354,6759,4,35
251821,30968,7,11
457466,26533,9,91
414748,14246,9,88
44817,23260,7,89
238272,15878,2,39
21026,7523,10,77
140778,460,8,82
355761,17502,2,23
363978,19782,3,80
69895,37488,7,63
196150,10344,4,92
433179,25159,1,14
307379,25691,5,38
49960,12746,2,58
397583,19921,10,32
2842,12429,4,26
447904,42813,7,24
120366,2709,8,46
474852,30107,5,29
312382,18864,5,53
23936,21034,6,92
269425,40027,8,17
44094,3991,4,18
315383,43125,8,5
221912,43570,6,2
179548,43893,9,2
245987,13055,1,42
326053,20229,10,93
79190,5240,9,76
165429,12492,2,4
223761,48102,10,79
305044,25022,6,32
477143,3788,4,47
91680,19305,7,81
165435,10708,3,8
144108,39117,1,4
323709,15037,1,93
418377,31901,10,8
466989,47336,8,2
179822,47214,1,45
205305,48612,5,40
368872,4550,7,23
315808,32351,8,65
80419,39785,10,4
444281,45475,6,87
114824,18744,6,21
272225,16586,1,60
457558,37298,5,84
192694,17860,3,2
497064,315,5,47
234827,30996,10,53
447785,18852,2,92
107909,4197,9,72
114603,35374,4,50
80774,11465,1,51
110956,47266,5,38
368160,44168,2,62
440692,13920,8,7
193988,46986,8,32
146866,48195,3,24
467864,6305,2,51
181330,18703,2,29
52127,16102,2,42
494502,14848,7,21
379553,40433,8,96
479202,19672,5,22
210522,16747,10,9
279138,31860,8,52
317250,19319,2,69
204409,10913,3,17
316090,18899,6,82
17671,17448,4,35
228224,33693,3,4
95145,39390,2,20
269703,25458,5,88
420400,34849,6,87
487406,35353,5,61
396164,37670,3,92
456076,2020,10,58
276104,41407,6,92
442651,14417,6,100
28741,25866,2,33
64463,18460,3,40
30404,25964,2,100
457472,22025,1,9
51509,44810,8,11
196695,30719,8,76
340980,20486,6,63
292621,46705,8,1
88497,38075,2,10
11969,19768,8,80
9050,15747,5,66
326775,526,1,46
401169,2465,9,28
429413,44957,4,11
463876,21479,1,91
86696,19938,10,4
179404,12141,2,35
464627,47799,9,19
333886,1916,6,28
74346,4512,7,48
319104,39148,1,90
8909,26216,9,92
325127,18630,9,16
332922,32671,1,62
478038,9683,3,48
320457,34413,4,67
123726,11176,1,2
376110,13207,8,48
359434,14883,4,28
446924,34459,6,46
320478,44752,5,56
127946,47762,8,57
467184,23581,4,60
272493,44831,2,84
239995,49987,9,6
279405,10545,2,23
36091,6954,6,44
198636,2694,8,88
411672,41966,3,74
364858,22823,7,26
454496,28258,10,18
101302,12019,1,29
394985,29313,8,80
352334,12842,9,32
136575,46510,3,7
373087,7784,2,41
275931,37057,1,79
381094,34957,5,18
279851,5781,10,5
415011,9508,8,47
352427,1361,1,75
383986,12867,4,36
170888,28440,7,72
36803,7651,5,86
362555,32181,1,80
240546,32277,9,20
59481,27858,9,46
373792,15868,9,4
260585,33212,1,2
426132,32636,9,100
362564,20488,1,1
15198,3340,5,27
177729,4865,7,2
412063,27266,8,20
9589,9073,10,86
16127,38280,3,78
434363,31782,10,38
217287,18522,2,9
12936,39178,3,87
285089,36440,8,100
441927,35652,6,78
272261,23175,5,89
31211,44112,1,33
2974,44440,9,29
331051,48378,4,83
246330,29410,4,36
60553,32419,2,19
442024,2641,8,91
146679,11912,7,44
465625,12989,5,46
252905,32236,1,46
11111,41117,1,43
230295,20160,4,81
140406,28172,9,49
23421,2658,1,32
382967,49456,1,38
119023,97,9,26
53815,43995,5,2
317856,2727,4,16
327913,10746,3,5
86253,27369,6,44
256637,33170,1,13
103231,32306,6,66
429821,6866,6,22
34336,18526,2,20
263990,41292,3,7
303649,21233,1,39
485058,24469,4,34
177454,34815,3,91
394027,30015,5,71
164393,29910,8,78
342323,30947,5,48
363690,46181,9,31
124041,30814,6,29
37920,41810,2,30
45719,803,7,3
257708,5049,3,66
283159,4785,4,90
343225,15322,4,90
104924,48982,7,81
54499,45833,9,13
341563,4014,1,96
317557,1565,10,81
364153,4448,3,82
303917,31188,10,32
82609,40536,1,73
462477,20311,1,48
177926,36268,2,27
124206,39990,1,22
125554,23437,10,61
292726,27950,2,37
19520,20453,10,61
432934,19114,2,31
291108,44437,8,60
92839,48622,3,73
50086,28425,4,48
130213,3602,4,71
190316,21230,5,75
456126,22666,10,54
181234,8400,5,1
65697,22685,1,46
158196,5741,4,67
319818,11754,1,11
72894,24195,5,96
333520,44061,4,10
83459,14550,8,24
303178,31204,9,48
14204,31040,1,4
167704,22266,1,16
47296,5908,9,8
450299,41137,1,50
169240,15810,6,39
139755,23136,1,34
106442,39867,9,27
31928,10869,5,13
449622,45815,8,76
481848,33034,3,72
432192,15027,4,33
406754,43538,3,9
29131,49426,6,36
4325,19424,5,14
280784,14999,8,22
122727,42546,8,39
113313,46039,2,61
482464,48731,3,72
246886,25394,2,65
242439,9030,5,73
156180,18141,5,1
41116,18251,7,20
16219,36227,8,2
48378,4952,5,57
75851,39126,5,12
454144,49978,5,25
465312,41967,1,79
472439,39010,6,85
460060,32642,9,80
239267,29928,9,39
227949,8700,2,2
19158,5185,4,12
448296,13674,9,10
335995,8954,7,84
484722,34710,5,81
306461,18274,6,12
479735,47586,8,69
332956,47833,8,49
200961,10018,7,2
472768,44384,8,14
136153,7310,6,38
94214,636,6,3
246143,32728,8,55
117033,39647,7,20
86626,8718,8,15
23935,42059,10,50
232270,4821,3,12
231520,24463,8,4
88136,46621,6,54
96295,26761,1,7
198559,8437,9,70
138893,14264,6,9
80323,5979,4,16
426226,41059,5,39
408129,3543,1,85
302529,26103,3,28
140105,37490,9,79
333688,37234,7,55
397513,10786,6,96
54459,25883,1,82
81003,32414,2,93
1583,19010,10,5
100997,24557,2,61
181935,45654,4,32
93209,34831,8,84
88866,6645,10,40
444713,35636,4,62
490665,48235,4,22
144854,5489,8,77
289762,34240,1,59
206525,8142,5,65
194680,27305,2,24
331744,40899,9,28
332994,17353,8,66
389961,39427,9,89
363726,6074,7,27
250120,30188,5,63
273640,41203,8,25
415014,49027,1,30
165260,42675,2,12
454033,43458,6,69
42696,19055,9,21
342571,28585,8,67
449315,32095,3,11
494800,25646,6,92
6002,23144,5,70
265401,14198,8,22
123773,32722,6,19
73287,23074,9,2
124435,41009,2,94
220075,8177,3,28
352483,25567,4,9
239591,2930,10,62
68673,41958,1,27
377445,6483,5,15
214273,34399,6,18
431657,23753,2,47
230167,28454,2,24
150048,49081,4,79
41644,8792,7,8
467312,25611,6,18
54536,34161,2,74
42776,27803,4,49
161868,19197,2,43
325574,38224,10,52
24984,32155,5,12
69147,10113,9,19
141820,31663,3,57
193880,44665,6,44
310958,3411,9,5
416118,9325,3,5
258007,7736,5,10
376632,45172,6,92
248525,19625,5,19
139461,7547,5,19
303190,40584,6,2
180470,14386,9,3
136041,18484,6,75
435423,3163,8,19
309692,18134,7,4
388291,34992,10,79
218270,10868,4,29
190787,11433,9,4
181179,37324,9,25
480651,7515,3,100
476932,5762,10,74
155147,34204,6,11
496376,42471,1,81
334197,22197,1,95
153927,46697,5,45
190292,2578,4,68
66386,33475,10,1
484257,22380,10,43
14395,3160,10,89
134000,49061,8,10
41384,46664,5,88
247142,17010,3,76
397492,29070,3,13
252080,10414,9,15
364353,31371,5,14
467631,32352,1,30
45210,49497,4,84
372633,367,3,36
399597,28986,9,41
270808,49437,4,13
111747,37700,8,99
140970,21910,7,16
48050,5517,3,65
370418,24515,10,21
29443,2564,5,54
363151,24164,8,47
102985,48862,4,2
276215,5673,3,1
257702,40535,2,33
471565,28965,8,54
131855,33357,8,8
325683,38339,10,9
333765,7504,1,19
23570,19714,6,96
111841,38939,10,80
356985,44926,4,36
336094,25690,1,49
263617,26827,6,93
475174,39881,4,70
228006,27153,9,47
81798,49632,3,32
155391,19464,2,80
452537,39125,2,62
302782,19397,4,25
160354,24590,9,35
200326,39253,7,77
185031,49048,3,33
447976,48958,3,2
26523,28287,6,38
62891,39749,10,56
164155,7639,5,22
481551,19594,4,9
142294,22571,7,43
358293,28102,1,16
401058,9659,10,70
426911,14622,4,30
205995,1956,8,12
482309,47004,2,21
58385,22359,10,51
344737,42953,3,71
360117,5028,8,37
80357,45010,5,56
128331,18398,6,8
4540,49288,7,78
284528,25502,3,25
176983,19571,1,59
214150,27191,1,97
125009,39490,5,90
192521,21430,4,65
105218,45007,2,21
215830,21575,5,48
47291,5685,1,94
200342,12279,5,89
133731,28800,10,8
28746,9521,5,6
96776,1461,10,17
97038,27320,6,63
439382,47379,3,36
397499,35540,8,65
398527,38013,1,89
11546,17795,9,15
335016,12603,5,94
492012,32729,8,61
270584,16663,7,4
163667,18059,8,25
266148,2297,6,94
261587,5503,4,31
387833,46846,4,64
377293,44912,4,5
57374,28687,3,100
105823,32397,2,54
4763,30555,8,78
414808,42905,7,81
92454,2940,3,76
74074,40860,6,61
310433,17622,10,44
385296,43158,10,82
255540,7210,4,14
330390,38038,2,97
313689,20747,6,69
365138,23625,2,71
196980,5178,1,17
454636,41640,10,34
116378,27124,6,13
79094,32007,3,25
95223,12825,1,30
17320,47863,2,100
229857,35614,7,87
37475,22760,4,11
222399,27363,3,53
332937,42026,9,84
282449,16491,5,79
318822,6431,3,100
245261,39773,7,5
199564,31196,9,89
37358,9103,10,31
88164,40303,5,39
151760,21672,3,21
344849,12276,3,57
101149,19488,2,74
173142,42084,4,76
250868,24361,1,73
444127,10987,5,27
328962,23373,10,64
472572,8130,10,10
398445,19950,5,68
175817,34801,6,24
65375,28151,5,73
476113,3973,8,40
378119,8754,9,36
399962,46597,6,24
248653,21974,3,16
243558,30014,10,76
418451,16777,6,90
272821,36055,3,1
119169,28234,2,4
102963,3181,9,67
116792,13327,8,3
158973,47141,2,27
449606,36891,7,61
225519,24104,10,29
114203,8402,5,57
367004,25158,8,68
183705,12963,2,8
108041,15280,2,35
82580,41399,3,40
157000,39069,4,50
329454,4335,7,1
474870,33284,5,54
410360,46162,4,62
149480,24822,2,31
294246,974,1,89
402002,20012,7,10
223205,35574,2,97
212733,47150,3,43
140339,25593,10,68
77259,15162,9,3
146165,23060,8,4
71012,16299,1,84
110833,2569,8,72
427361,12791,10,22
157770,1689,2,9
397696,30560,6,52
251049,18830,1,15
447570,465,8,97
289754,30200,5,77
391485,4258,2,99
457644,45492,2,93
233240,23078,6,29
473600,19998,7,96
39863,8420,1,6
94577,233,3,6
215293,10759,2,49
404775,5291,3,2
457826,16500,2,91
176948,29058,10,66
432591,32178,9,98
86683,37733,5,51
277611,5704,9,18
374772,23412,8,11
259382,31316,3,70
440310,36832,4,57
262532,16737,4,59
345777,1046,2,36
5548,16499,6,30
376076,20370,7,99
412165,32210,4,41
327400,30924,6,98
206259,40157,9,1
239292,31899,10,45
66359,26037,4,19
376115,35879,5,75
419305,36440,7,100
219611,25130,1,10
446675,3186,5,85
339400,39089,7,1
77760,8766,1,20
426886,5074,1,20
330319,8581,6,92
331510,11597,3,71
404306,31372,3,5
124620,35938,3,17
305121,44659,5,42
106687,48132,9,69
31354,19342,1,35
224798,25035,8,35
260613,18224,6,75
126237,19811,4,71
68837,4145,5,24
35965,48196,10,30
495105,6553,1,98
295580,16631,7,82
348046,33870,7,37
82855,12177,3,24
178288,2545,1,28
312505,28835,1,99
47281,31591,2,11
79333,18682,1,88
200644,30051,5,15
167358,29314,2,45
349151,46200,10,74
68987,13743,2,13
451245,42651,5,97
184546,9742,4,45
160183,17908,1,33
472405,20256,2,87
129919,35800,3,56
291464,43337,4,82
410686,4066,6,89
203411,39859,10,48
160185,45466,7,78
211387,16082,2,48
377805,18908,4,45
245369,40375,7,40
361256,30060,5,43
419084,38327,7,47
357744,22411,6,61
457950,27629,8,42
289682,48647,6,35
416049,16498,9,28
282198,8921,10,28
28918,24830,4,6
297782,5339,7,52
468258,17591,10,74
236780,1820,2,31
259622,39151,3,81
274617,46019,1,43
273114,34386,5,89
477004,6786,4,56
204940,40504,2,79
243237,9436,3,63
163344,8470,10,69
351898,13702,4,90
236785,18043,10,19
249299,42297,3,62
375737,29272,3,67
490295,5319,4,95
366228,34233,6,73
308145,6894,9,61
193443,26035,2,48
411222,41081,9,14
140892,18120,9,18
91365,40974,10,96
117783,32221,9,39
305556,24610,3,23
278562,6777,2,24
325591,30844,1,85
216051,29984,8,4
121676,23194,3,53
387968,24350,9,17
189812,32260,5,85
176523,32827,2,87
288207,35798,8,88
200834,34000,3,43
103543,39227,9,99
228418,11135,6,59
92506,1562,7,42
344048,12118,3,71
450315,10241,4,77
361617,5310,3,83
478410,23378,9,1
95358,24089,10,68
182421,16697,9,95
4124,5525,8,97
177202,32260,10,85
92280,35100,2,20
414037,46267,6,9
280117,21347,6,22
490036,28093,10,24
149109,15920,1,19
103668,38847,7,23
136631,20251,6,61
91350,35358,1,18
293150,21789,4,14
319199,35358,5,18
22536,8988,5,51
471955,3562,10,95
303011,37364,7,93
79034,49807,4,91
133810,28153,6,83
491642,25461,3,30
93411,15753,5,83
489593,2178,3,16
473703,29019,4,34
199420,9076,6,19
19518,24375,5,62
159055,4341,9,9
303480,17722,4,28
424582,3268,6,3
155713,18435,7,82
289170,37465,4,74
248538,46883,3,65
396310,32801,6,3
126421,17609,7,81
14014,44136,10,94
54173,36203,7,23
348626,44845,3,8
196653,15037,5,93
348159,48477,6,57
42257,22714,3,37
88411,4258,4,99
348114,13441,8,73
455796,13144,4,27
48574,5453,3,75
202472,35421,2,42
186293,9213,10,44
74581,7333,4,13
359815,43770,5,11
474039,46751,8,23
100312,20309,6,78
65885,17696,3,63
29572,37663,1,34
286502,16587,4,59
126241,2715,4,18
480459,15327,2,24
444962,28428,7,82
118248,22702,5,86
81700,41261,9,92
25034,15220,2,51
427104,28181,1,71
489914,42407,9,45
312500,4513,8,16
466778,5302,7,92
115471,19165,2,77
